Pricing Table,,,,,,,
package,Priority,,,,,,
carrier,AA,,,,,,
subcode,CUU,,,,,,
result_type,UNITLESS_PTABLE_TYPE,,,,,,
name,Priority Price Test_t,,,,,,
comment,Updating stale,,,,,,
attribute_group,TS,,,,,,
Pricelines,,,,,,,
Comment,Segment matches required,Travel dates (Start),Travel dates (End),Loc1,Loc2,Sector direction,Result
Random Testing,,08/06/2026,12/05/2026,P:CLT,P:RNO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CLT,P:YQB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CMH,P:DCA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CRW,P:DAB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CRW,P:FWA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CRW,P:IDA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DAB,P:PVU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DAY,P:ATL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DEN,P:FAY,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ECP,P:SHD,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EGE,P:LBB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EGE,P:PWM,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EUG,P:BNA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EVV,P:BNA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EVV,P:CHS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EVV,P:HTS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EVV,P:ROW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EWR,P:SAV,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FAR,P:BWI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FAY,P:DTW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FCA,P:COS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:FWA,P:FCA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:FWA,P:JAC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GEG,P:BGR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GGG,P:PVU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GNV,P:MSY,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GPT,P:ICT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GPT,P:TPA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GRK,P:LYH,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GRR,P:TVC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:IDA,P:GNV,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:IDA,P:SAT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:IDA,P:SFO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ILM,P:FCA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ILM,P:TXK,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:IND,P:AMA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:IND,P:TUS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LAN,P:LFT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LBB,P:LIT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LGA,P:ALO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LNK,P:TUS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LRD,P:AMA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LWB,P:ABQ,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LYH,P:PBI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MDT,P:GCK,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MEM,P:GUC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MIA,P:FLG,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MSP,P:SBA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MSP,P:YHZ,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MSY,P:YHZ,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:OAJ,P:SHD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ONT,P:ACY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ONT,P:BTR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ONT,P:SLC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PGV,P:PSC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PGV,P:RSW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PNS,P:BPT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PNS,P:ONT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PSP,P:GRK,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PWM,P:AMA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:RAP,P:FWA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RAP,P:MDT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:RNO,P:AVL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RST,P:ALB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RST,P:MCO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RSW,P:BFL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RSW,P:BGR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:RSW,P:ORF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SAT,P:CRW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SBP,P:COU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SDF,P:BTR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SEA,P:LAX,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SFO,P:STL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SHD,P:TUL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SJC,P:BOI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SMF,P:MGM,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SMF,P:PIA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SPI,P:LFT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SPS,P:GJT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SUN,P:AUS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SYR,P:MFE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TUS,P:CHA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TVC,P:GPT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:VPS,P:MLB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:YUL,P:SAT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:YVR,P:CAE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YYC,P:DAB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ACT,P:ATL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:AEX,P:SGU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:AGS,P:ABQ,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ATL,P:ORD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BDL,P:XNA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BGR,P:BOS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BIS,P:MLI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BNA,P:CLL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BNA,P:SPS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BOS,P:ART,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BTR,P:SFO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BUF,P:BZN,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BUR,P:SJT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BZN,P:LEX,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CHA,P:LIT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CHA,P:YYZ,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CLD,P:ALO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CLE,P:GGG,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CMH,P:MAF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CMH,P:MYR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CRP,P:SAT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DAB,P:FLO,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DRO,P:GPT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DSM,P:SPS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ELP,P:OAJ,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EYW,P:PVD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FAY,P:ATL,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FSM,P:DFW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GJT,P:COS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GJT,P:LIT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GSO,P:GSP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:HPN,P:SYR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:HRL,P:GPT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:HRL,P:IAD,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:HSV,P:PIA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ICT,P:TLH,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ILG,P:COU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ILG,P:LEX,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:JAC,P:FAY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:JAN,P:GRR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LAN,P:DSM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LAN,P:EWN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LAX,P:LBB,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LEX,P:ROA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:LIT,P:YUM,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MCI,P:SCE,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MFR,P:GJT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MFR,P:GSP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MGM,P:ACT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MGM,P:MYR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MHK,P:BUR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MKE,P:DAY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MLB,P:BPT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MLB,P:TYR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MOB,P:CRP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MOB,P:ORH,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MRY,P:PDX,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MSO,P:SAT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MSP,P:SGF,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MTJ,P:CRP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:OAJ,P:SRQ,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ORD,P:DRO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ORF,P:DTW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ORF,P:JFK,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PBI,P:RDM,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PDX,P:BMI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PDX,P:GNV,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PHF,P:LAS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PSP,P:SGF,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PVD,P:CMH,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SAN,P:AEX,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SBN,P:IDA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SDF,P:RST,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SFO,P:GRI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SFO,P:LEX,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SGF,P:TXK,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SGF,P:TYS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SHD,P:ICT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SHD,P:SAN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SHV,P:GSP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SJT,P:CHO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SMF,P:HHH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SNA,P:PIT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SRQ,P:HPN,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SYR,P:CLE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TRI,P:ABE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TRI,P:LAN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TUL,P:HOU,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TVC,P:BMI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:VPS,P:ACY,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:XNA,P:TXK,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:YQB,P:AUS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:YVR,P:DAY,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YVR,P:SNA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:YVR,P:TVC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:YYC,P:RST,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ABI,P:AVP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ABI,P:DFW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ABQ,P:SPS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:AGS,P:FAR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ALB,P:SBN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ART,P:GSP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ASE,P:HSV,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ATW,P:ART,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ATW,P:BNA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:AUS,P:MGM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:AZO,P:YUL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BFL,P:SRQ,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BGR,P:COU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BNA,P:SAV,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BRO,P:GRB,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:BRO,P:PIT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BUR,P:ACY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:BUR,P:OKC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CAE,P:SAF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CHS,P:LNK,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CID,P:CAE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CLE,P:MEM,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CLE,P:ORF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:CLT,P:ROC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:COS,P:HOU,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CVG,P:SRQ,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CVG,P:SUN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:CVG,P:YVR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DCA,P:SYR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:DRO,P:AMA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:DSM,P:PVD,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EUG,P:BWI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EUG,P:ROW,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EVV,P:SBA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:EWN,P:SYR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:EWR,P:JAX,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:FLG,P:BFL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:FNT,P:ABE,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:FSM,P:EWN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:GCK,P:PSP,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:GRI,P:LIT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:HHH,P:SCE,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:HSV,P:TRI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:JAC,P:JAX,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:JAX,P:CMI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:JFK,P:GSO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LWB,P:SGF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:LYH,P:SAT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MFR,P:MQT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MFR,P:SJT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MHT,P:MQT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MIA,P:JAC,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MIA,P:TRI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MKE,P:ELP,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MKE,P:GTR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:MLU,P:PVU,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:MTJ,P:FAY,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:OAJ,P:HTS,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:OKC,P:SAT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:OMA,P:SAF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ORF,P:SAF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:ORF,P:SPI,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:ORH,P:SMF,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PBI,P:LAN,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PBI,P:TYR,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PDX,P:GCK,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PDX,P:TLH,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PGV,P:CHA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PGV,P:YYC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PHL,P:BRO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PIT,P:TXK,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:PNS,P:CWA,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PVD,P:LIT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PVU,P:ATW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PWM,P:HHH,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:PWM,P:SPS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:RDM,P:YYZ,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:RST,P:GRR,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SAN,P:PIT,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SBA,P:GGG,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SBP,P:EVV,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SBP,P:SJT,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SBY,P:EYW,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SBY,P:SEA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SBY,P:YUL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SCE,P:MEM,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SDF,P:SAV,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:SGU,P:ROC,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SHD,P:FLL,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SHV,P:GSO,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SHV,P:MLI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SNA,P:PDX,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:STL,P:GGG,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:STL,P:PBI,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:STS,P:AMA,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:SYR,P:VPS,From Loc1 to Loc2,0.8
Random Testing,,08/06/2026,12/05/2026,P:TUL,P:MSY,From Loc1 to Loc2,1.2
Random Testing,,08/06/2026,12/05/2026,P:TUL,P:SHV,From Loc1 to Loc2,0.8
